ORF,Batch,Gene,GO_process,GO_function,GO_component,deletion_phenotype,result_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,significant_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,rank_np:04_02_24_05:cisplatin:500:uM::::hom_09_02:5,result_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,significant_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,rank_np:04_03_17_06:cisplatin:500:uM::::hom_09_02:5,result_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,significant_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,rank_np:03_04_04_03:cisplatin:500:uM::::hom_05_01:20,result_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20,significant_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20,rank_np:03_04_04_04:cisplatin:500:uM::::hom_05_01:20
YCR088W,chr00_16a,ABP1,establishment of cell polarity (sensu Fungi)*,protein binding,cytoplasm*,viable,0.247325,0,1385,0.324903,0,903,-0.813328,0,4658,-0.468361,0,3729
YDR077W,chr4_4,SED1,cell wall organization and biogenesis,structural constituent of cell wall,cell wall (sensu Fungi)*,viable,0.246684,0,1386,0.030943,0,2468,-0.166398,0,2540,-0.462529,0,3710
YBR058C,chr2_2,UBP14,protein deubiquitination*,ubiquitin-specific protease activity,cytoplasm,viable,0.246614,0,1387,0.227336,0,1323,-0.459777,0,3840,1.43045,0,144
YDR384C,chr4_7,ATO3,transport*,transporter activity,plasma membrane,viable,0.246475,0,1388,0.207805,0,1426,-0.402502,0,3591,0.050133,0,1364
YOR087W,chr15_1,YVC1_p,cation homeostasis,potassium channel activity*,vacuole (sensu Fungi),viable,0.246423,0,1389,0.237991,0,1260,-0.520075,0,4124,-0.487176,0,3807
YDL156W,chr4_2,YDL156W,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.246394,0,1390,0.085658,0,2111,-0.17189,0,2560,-0.312157,0,3089
YJL164C,chr10_1,TPK1,protein amino acid phosphorylation*,protein serine/threonine kinase activity*,cytoplasm*,viable,0.245631,0,1391,0.509708,0,459,0.847934,0,359,0.363374,0,811
YLL013C,chr12_1,PUF3,"mRNA catabolism, deadenylylation-dependent",mRNA binding,cytoplasm,viable,0.245605,0,1392,0.760569,0,225,-0.220061,0,2767,-0.46082,0,3703
YBR227C,chr2_4,MCX1,biological_process unknown,unfolded protein binding*,mitochondrial matrix,viable,0.245224,0,1393,0.097137,0,2045,0.77911,0,395,0.231028,0,1013
YBR036C,chr2_2,CSG2,calcium ion homeostasis,enzyme regulator activity,integral to endoplasmic reticulum membrane,viable,0.245111,0,1394,0.168942,0,1635,0.47737,0,633,1.20487,0,206
YIL053W,chr9_1,RHR2,response to osmotic stress*,glycerol-1-phosphatase activity,cytoplasm*,viable,0.245024,0,1395,0.407314,0,654,1.96107,0,78,1.58808,0,111
YPL039W,chr16_3,YPL039W,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.244886,0,1396,-0.032988,0,2894,-0.405351,0,3607,0.278384,0,920
YDL113C,chr4_2,ATG20,protein-vacuolar targeting*,lipid binding,membrane,viable,0.244872,0,1397,0.06005,0,2281,-0.170948,0,2558,7.14e-4,0,1466
YLL048C,chr00_8,YBT1,bile acid transport,"ATPase activity, coupled to transmembrane movement of substances*",vacuole (sensu Fungi),viable,0.244813,0,1398,0.395709,0,695,-0.547905,0,4239,-0.693478,0,4518
YGR054W,chr7_4,YGR054W,translational initiation,translation initiation factor activity,cytosolic small ribosomal subunit (sensu Eukarya)*,viable,0.244757,0,1399,0.201712,0,1459,0.272937,0,905,0.17114,0,1111
YOR023C,chr15_1,AHC1,nucleosome disassembly,molecular_function unknown,Ada2/Gcn5/Ada3 transcription activator complex,viable,0.244339,0,1400,0.540198,0,413,-0.297997,0,3081,-0.380945,0,3380
YLR313C,chr12_4,SPH1,establishment of cell polarity (sensu Fungi)*,cytoskeletal regulatory protein binding,bud neck*,viable,0.244225,0,1401,0.298562,0,999,-0.46653,0,3876,-0.430612,0,3569
YNL091W,chr00_16b,NST1,response to salt stress,molecular_function unknown,cytoplasm,viable,0.244046,0,1402,0.440565,0,583,0.705835,0,452,1.35179,0,166
YLR329W,chr12_5,REC102,meiotic recombination*,protein binding,nucleus,viable,0.243611,0,1403,0.04253,0,2397,-0.268907,0,2972,-0.074954,0,2228
YDL024C,chr4_1,DIA3,pseudohyphal growth*,acid phosphatase activity,cell wall (sensu Fungi),viable,0.243486,0,1404,-0.046405,0,2959,-0.376448,0,3470,-0.277577,0,2957
YNL235C,chr14_2,YNL235C,NA,NA,NA,viable,0.243205,0,1405,0.128798,0,1870,-0.219069,0,2760,-0.470622,0,3737
YDL018C,chr4_1,ERP3,secretory pathway,molecular_function unknown,integral to membrane,viable,0.243157,0,1406,0.240318,0,1253,-0.085266,0,2281,-0.062712,0,2201
YOR131C,chr15_2,YOR131C,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.242434,0,1407,0.019662,0,2508,-0.359164,0,3390,-0.503677,0,3878
YIL116W,chr9_2,HIS5,histidine biosynthesis,histidinol-phosphate transaminase activity,cell,viable,0.242023,0,1408,0.489427,0,495,0.337091,0,807,1.74006,0,93
YOR226C,chr15_3,ISU2,iron ion homeostasis*,molecular_function unknown,mitochondrial matrix,viable,0.241984,0,1409,0.098736,0,2037,-0.496909,0,4032,-0.643425,0,4385
YKL105C,chr11_2,YKL105C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.241264,0,1410,-0.103592,0,3238,0.00836,0,1449,-0.345306,0,3220
YDR438W,chr4_8,YDR438W,biological_process unknown,molecular_function unknown,integral to membrane,viable,0.241186,0,1411,0.331056,0,881,0.291397,0,882,0.048968,0,1368
YLR390W-A,chr00_15,CCW14,cell wall organization and biogenesis,structural constituent of cell wall,mitochondrion*,viable,0.241148,0,1412,0.044778,0,2382,0.232236,0,971,-0.09195,0,2292
YIL168W,chr9_2,YIL168W,not yet annotated,not yet annotated,not yet annotated,viable,0.241097,0,1413,0.318804,0,921,0.917994,0,325,1.45102,0,140
YGL157W,chr7_2,YGL157W,biological_process unknown,oxidoreductase activity*,cytoplasm*,viable,0.240806,0,1414,0.069466,0,2218,-0.572251,0,4317,-0.497516,0,3850
YDR495C,chr4_8,VPS3,protein-vacuolar targeting,molecular_function unknown,cytoplasm,viable,0.240789,0,1415,0.408477,0,652,0.445414,0,678,-0.821413,0,4659
YKL184W,chr11_2,SPE1,pantothenate biosynthesis,ornithine decarboxylase activity,cytoplasm,viable,0.240695,0,1416,0.027614,0,2471,-0.617489,0,4439,-0.531443,0,4000
YLL029W,chr12_1,YLL029W,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.240639,0,1417,0.786541,0,212,-0.732324,0,4596,-0.66649,0,4458
YBR015C,chr2_2,MNN2,protein amino acid glycosylation,"alpha-1,2-mannosyltransferase activity",Golgi apparatus,viable,0.240222,0,1418,-0.181598,0,3512,-0.188289,0,2637,0.694802,0,479
YDR234W,chr4_5,LYS4,"lysine biosynthesis, aminoadipic pathway",homoaconitate hydratase activity,mitochondrion*,viable,0.240117,0,1419,-0.255616,0,3741,0.135723,0,1157,-0.199201,0,2648
YJR111C,chr10_4,YJR111C,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.240066,0,1420,0.187975,0,1536,0.68147,0,471,0.645899,0,519
YBL019W,chr2_1,APN2,DNA repair,phosphodiesterase I activity*,nucleus,viable,0.239905,0,1421,-0.122549,0,3325,0.218494,0,997,0.512,0,647
YOR155C,chr15_2,ISN1,inosine salvage,IMP 5'-nucleotidase activity,cellular_component unknown,viable,0.239897,0,1422,0.163268,0,1666,-0.535659,0,4183,-0.508297,0,3892
YER186C,chr00_5,YER186C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.239871,0,1423,-0.080331,0,3132,-0.42737000000000003,0,3705,-0.770718,0,4620
YDR312W,chr4_6,SSF2,ribosomal large subunit assembly and maintenance*,rRNA binding,nucleolus,viable,0.239758,0,1424,-0.109469,0,3268,0.003808,0,1462,0.61228,0,551
YDL023C,chr4_1,SRF4,NA,NA,NA,viable,0.239654,0,1425,0.365474,0,772,-0.046434,0,2157,0.286996,0,908
YPR098C,chr16_4,YPR098C,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.239574,0,1426,0.155037,0,1715,0.13021,0,1165,0.459468,0,697
YBR204C,chr2_4,YBR204C,biological_process unknown,serine hydrolase activity,lipid particle,viable,0.23956,0,1427,0.644874,0,310,-0.387919,0,3533,-0.245471,0,2828
YDR084C,chr4_4,TVP23,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.239458,0,1428,0.86383,0,184,-0.157814,0,2508,0.107866,0,1231
YER085C,chr5_3,YER085C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.239366,0,1429,0.362157,0,784,-0.366574,0,3430,-0.147436,0,2475
YBL043W,chr2_1,ECM13,cell wall organization and biogenesis,molecular_function unknown,cellular_component unknown,viable,0.23897,0,1430,0.04328,0,2391,-0.403358,0,3596,-0.442727,0,3623
YPL224C,chr00_11,MMT2,iron ion homeostasis,molecular_function unknown,mitochondrion*,viable,0.238842,0,1431,0.124459,0,1894,-0.336124,0,3271,-0.61944,0,4321
YBL091C,chr2_1,MAP2,proteolysis and peptidolysis,methionyl aminopeptidase activity,cytoplasm,viable,0.238838,0,1432,0.248978,0,1213,-0.131328,0,2420,-0.210531,0,2696
YFL012W,chr00_17a,YFL012W,biological_process unknown,molecular_function unknown,cellular_component unknown,NA,0.238693,0,1433,-0.06114,0,3023,0.477185,0,634,0.232434,0,1009
YOR107W,chr15_2,RGS2,"G-protein signaling, coupled to cAMP nucleotide second messenger",GTPase activator activity,cytoplasm*,viable,0.23852,0,1434,0.021304,0,2501,-0.101761,0,2331,0.164233,0,1124
YHR109W,chr8_2,CTM1,protein modification,[cytochrome c]-lysine N-methyltransferase activity,cytosol,viable,0.238513,0,1435,0.14295,0,1784,-0.562626,0,4291,-0.5682,0,4133
YOL017W,chr15_5,ESC8,chromatin silencing,molecular_function unknown,nucleus,viable,0.238264,0,1436,0.352983,0,816,-0.503178,0,4062,-0.724974,0,4569
YOR100C,chr15_2,CRC1,fatty acid metabolism,carnitine:acyl carnitine carrier activity,mitochondrion*,viable,0.238257,0,1437,0.21226,0,1405,-0.295309,0,3071,-0.116253,0,2375
YNL274C,chr00_10,YNL274C,metabolism,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",cytoplasm*,viable,0.237273,0,1438,0.229281,0,1312,0.276837,0,899,0.053553,0,1354
YPR003C,chr16_3,YPR003C,biological_process unknown,molecular_function unknown,endoplasmic reticulum,viable,0.237136,0,1439,0.212598,0,1400,-0.407374,0,3617,-0.620456,0,4327
YBR244W,chr2_4,GPX2,response to oxidative stress,glutathione peroxidase activity,cytoplasm*,viable,0.237063,0,1440,0.171795,0,1622,2.15788,0,62,1.26504,0,183
YGR136W,chr7_5,LSB1,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.236768,0,1441,0.156374,0,1704,-0.509946,0,4087,0.031607,0,1409
YML086C,chr00_11,ALO1,response to oxidative stress,"D-arabinono-1,4-lactone oxidase activity",mitochondrion,viable,0.236768,0,1442,0.11465,0,1946,-0.132624,0,2425,-0.425006,0,3544
YKR018C,chr11_3,YKR018C,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.23674,0,1443,-0.107921,0,3262,-0.265816,0,2959,-0.00687,0,2055
YLR170C,chr12_3,APS1,vesicle-mediated transport,clathrin binding,AP-1 adaptor complex,viable,0.236712,0,1444,0.319682,0,918,0.870544,0,344,0.389307,0,771
YBL057C,chr2_1,PTH2,protein biosynthesis,aminoacyl-tRNA hydrolase activity,cytoplasm*,viable,0.236385,0,1445,0.395342,0,698,-0.618018,0,4441,-0.647106,0,4397
YNL269W,chr14_1,BSC4,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.236358,0,1446,-0.170285,0,3479,-0.617207,0,4437,-0.609488,0,4288
YJL067W,chr10_2,YJL067W,NA,NA,NA,viable,0.236134,0,1447,0.657745,0,292,-0.526112,0,4149,-0.471167,0,3739
YIL056W,chr9_1,YIL056W,biological_process unknown,molecular_function unknown,cytoplasm*,NA,0.236125,0,1448,0.079181,0,2146,-0.274875,0,2992,-0.495819,0,3843
YKL128C,chr11_2,PMU1,biological_process unknown,molecular_function unknown,cytoplasm*,viable,0.235897,0,1449,0.263182,0,1151,-0.224187,0,2782,-0.376919,0,3359
YPR115W,chr16_5,YPR115W,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.235567,0,1450,-0.126186,0,3337,-0.242188,0,2850,-0.124556,0,2399
YHL014C,chr8_1,YLF2,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.235531,0,1451,1.16734,0,95,-0.540742,0,4203,-0.572225,0,4156
YDR218C,chr4_5,SPR28,cell wall organization and biogenesis*,structural constituent of cytoskeleton,septin ring (sensu Saccharomyces),viable,0.235509,0,1452,0.083027,0,2120,-0.665557,0,4523,-0.202105,0,2660
YML058W,chr13_1b,SML1,mitochondrion organization and biogenesis*,enzyme inhibitor activity,cytoplasm*,viable,0.235474,0,1453,0.233445,0,1286,-0.404959,0,3604,-0.60635,0,4282
YKL113C,chr11_2,RAD27,DNA repair*,5'-flap endonuclease activity,nucleus,viable,0.235472,0,1454,0.187031,0,1541,-0.671928,0,4530,0.907427,0,343
YPL027W,chr00_17b,SMA1,spore wall assembly (sensu Fungi),molecular_function unknown,cellular_component unknown,viable,0.235426,0,1455,-0.311372,0,3875,0.512617,0,594,0.379417,0,784
YHR160C,chr8_3,PEX18,protein-peroxisome targeting,protein binding,cytosol*,viable,0.235319,0,1456,0.477362,0,512,0.022851,0,1409,0.525529,0,634
YGR168C,chr7_5,YGR168C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.235076,0,1457,0.429271,0,603,0.281115,0,893,0.648025,0,518
YGR071C,chr7_4,YGR071C,biological_process unknown,molecular_function unknown,nucleus,viable,0.234924,0,1458,0.055839,0,2304,1.04862,0,269,0.848748,0,383
YLR454W,chr00_4,FMP27,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.234907,0,1459,-0.02174,0,2824,-0.561048,0,4282,-0.652609,0,4421
YPR017C,chr16_4,DSS4,secretory pathway,guanyl-nucleotide exchange factor activity*,membrane fraction*,viable,0.234795,0,1460,0.191454,0,1518,-0.455982,0,3825,-0.580269,0,4185
YCR014C,chr3_1,POL4,double-strand break repair*,beta DNA polymerase activity,nucleus,viable,0.234559,0,1461,0.329829,0,886,-0.203665,0,2690,-0.044268,0,2152
YDR073W,chr4_4,SNF11,chromatin remodeling,general RNA polymerase II transcription factor activity,nucleosome remodeling complex*,viable,0.23454,0,1462,0.03491,0,2437,0.052425,0,1336,-0.172835,0,2565
YLR287C,chr12_4,YLR287C,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.234123,0,1463,-0.107629,0,3259,-0.248511,0,2884,-0.416387,0,3518
YOR298C-A,chr00_17b,MBF1_1,positive regulation of transcription from Pol II promoter,transcription coactivator activity,nucleus,viable,0.23408,0,1464,-0.136636,0,3372,0.297396,0,874,-0.160034,0,2521
YGR023W,chr7_3,MTL1,cell wall organization and biogenesis,molecular_function unknown,integral to plasma membrane,viable,0.234029,0,1465,0.002423,0,2609,-0.306111,0,3125,-0.294752,0,3021
YDR444W,chr00_17a,YDR444W,biological_process unknown,molecular_function unknown,cytoplasm,NA,0.233931,0,1466,-0.018225,0,2801,-0.41076,0,3632,-0.089729,0,2284
YPR020W,chr16_4,ATP20,ATP synthesis coupled proton transport,structural molecule activity,"proton-transporting ATP synthase complex, coupling factor F(o) (sensu Eukarya)",viable,0.233877,0,1467,0.186626,0,1545,-0.744552,0,4607,-0.576,0,4167
YGR242W,chr00_2,YGR242W,NA,NA,NA,viable,0.233528,0,1468,0.080493,0,2135,-0.614263,0,4431,-0.522678,0,3957
YOR365C,chr15_4,YOR365C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.233014,0,1469,-0.096947,0,3214,-0.667585,0,4525,-0.629844,0,4359
YLR123C,chr12_2,YLR123C,NA,NA,NA,viable,0.23301,0,1470,0.011162,0,2557,0.006458,0,1457,-0.529603,0,3989
YNR064C,chr00_4,YNR064C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.232934,0,1471,-0.13918,0,3382,-0.449742,0,3790,-0.409857,0,3489
YBR278W,chr00_1,DPB3,chromatin silencing at telomere*,epsilon DNA polymerase activity,replication fork*,viable,0.232904,0,1472,0.074354,0,2181,0.033605,0,1384,-0.265739,0,2899
YDR326C,chr00_17a,YDR326C,biological_process unknown,molecular_function unknown,cellular_component unknown,NA,0.232782,0,1473,0.60906,0,339,-0.201887,0,2684,-0.590805,0,4221
YFL030W,chr6_1,AGX1,glycine biosynthesis,alanine-glyoxylate transaminase activity,cellular_component unknown,viable,0.232693,0,1474,0.111881,0,1960,-0.126306,0,2403,-0.860452,0,4684
YLR432W,chr00_4,IMD3,GTP biosynthesis,IMP dehydrogenase activity,cytoplasm,viable,0.232581,0,1475,-0.295469,0,3844,-0.451464,0,3797,-0.00265,0,2044
YNL135C,chr14_3,FPR1,ribosome assembly,peptidyl-prolyl cis-trans isomerase activity,cytoplasm*,viable,0.232517,0,1476,0.320631,0,915,0.239219,0,960,0.102102,0,1241
YCR027C,chr00_1,RHB1,L-arginine transport*,GTPase activity,extrinsic to plasma membrane,viable,0.232031,0,1477,-0.059615,0,3018,-0.329914,0,3241,0.052812,0,1356
YJL013C,chr00_13,MAD3,mitotic spindle checkpoint,molecular_function unknown,nucleus,viable,0.231974,0,1478,0.328054,0,895,-0.155685,0,2497,-0.458662,0,3694
YPL147W,chr16_2,PXA1,fatty acid transport,"ATPase activity, coupled to transmembrane movement of substances",integral to peroxisomal membrane,viable,0.231928,0,1479,0.067973,0,2230,-0.630035,0,4468,-0.661917,0,4449
YBR221C,chr2_4,PDB1,pyruvate metabolism,pyruvate dehydrogenase (acetyl-transferring) activity,mitochondrion*,viable,0.231545,0,1480,-0.326861,0,3912,0,0,1511,0,0,1511
YLR096W,chr12_2,KIN2,biological_process unknown,protein kinase activity,membrane fraction,viable,0.231476,0,1481,-0.268704,0,3777,-0.330491,0,3245,-0.156743,0,2513
YDL034W,chr4_1,YDL034W,NA,NA,NA,viable,0.231409,0,1482,0.297707,0,1003,-0.182536,0,2605,-0.094319,0,2299
YBR018C,chr2_2,GAL7,galactose metabolism,UTP-hexose-1-phosphate uridylyltransferase activity,cytoplasm,viable,0.231162,0,1483,0.393279,0,703,0.319728,0,837,0.116437,0,1210
YNL327W,chr14_1,EGT2,cytokinesis,cellulase activity,cell wall (sensu Fungi),viable,0.231077,0,1484,0.35912,0,795,-0.693878,0,4561,-0.487615,0,3809
YLR189C,chr12_3,ATG26,sterol metabolism,sterol 3-beta-glucosyltransferase activity,cytoplasm,viable,0.231076,0,1485,0.098587,0,2038,-0.253519,0,2905,0.175857,0,1104
YKR046C,chr00_14,PET10,aerobic respiration,molecular_function unknown,lipid particle,viable,0.230828,0,1486,0.332654,0,874,-0.57092,0,4311,-0.527601,0,3978
YPL091W,chr16_3,GLR1,response to oxidative stress,glutathione-disulfide reductase activity,cytoplasm*,viable,0.230697,0,1487,0.173113,0,1613,-0.388793,0,3537,-0.728284,0,4576
YBR188C,chr2_4,NTC20,"nuclear mRNA splicing, via spliceosome",pre-mRNA splicing factor activity,spliceosome complex,viable,0.23062,0,1488,0.44581,0,575,-0.666593,0,4524,0.531727,0,628
YAR043C,chr1_1,NA,NA,NA,NA,NA,0.230598,0,1489,-0.294071,0,3839,0.024362,0,1406,-0.189539,0,2616
YOL111C,chr00_6,YOL111C,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.230484,0,1490,0.143402,0,1782,0.464425,0,651,-0.061647,0,2197
YPR011C,chr00_18,YPR011C,transport,transporter activity,mitochondrial inner membrane,NA,0.230375,0,1491,-0.215282,0,3634,-0.352934,0,3355,-0.595149,0,4239
YGL027C,chr7_1,CWH41,cell wall organization and biogenesis,mannosyl-oligosaccharide glucosidase activity,endoplasmic reticulum membrane,viable,0.230138,0,1492,-0.247097,0,3714,0.272864,0,906,-0.548183,0,4065
YOL132W,chr00_6,GAS4,biological_process unknown,"1,3-beta-glucanosyltransferase activity",cell wall (sensu Fungi),viable,0.230125,0,1493,0.168522,0,1638,-0.367144,0,3434,-0.693349,0,4517
YNL301C,chr14_1,RPL18B,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),viable,0.229847,0,1494,0.177412,0,1598,-0.305252,0,3122,-0.389582,0,3410
YNL328C,chr14_1,MDJ2,protein folding,chaperone binding,mitochondrial inner membrane,viable,0.229804,0,1495,0.056675,0,2297,-0.739933,0,4601,-0.538196,0,4027
YGL161C,chr7_2,YIP5,vesicle-mediated transport,Rab interactor activity,membrane,viable,0.229789,0,1496,-0.121321,0,3318,-0.519782,0,4122,-0.461476,0,3709
YKL162C,chr11_2,YKL162C,biological_process unknown,molecular_function unknown,mitochondrion,viable,0.229702,0,1497,0.142479,0,1788,-0.503173,0,4061,-0.503332,0,3875
YDL204W,chr4_3,RTN2,biological_process unknown,molecular_function unknown,endoplasmic reticulum,viable,0.229693,0,1498,-0.001359,0,2685,0.129172,0,1168,-0.626696,0,4347
YFR035C,chr00_2,YFR035C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.229387,0,1499,0.077398,0,2164,-0.501079,0,4056,-0.131672,0,2426
YBL066C,chr2_1,SEF1,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.229114,0,1500,0.293355,0,1026,-0.309829,0,3145,-0.291268,0,3003
YKL157W,chr11_2,APE2_p,peptide metabolism,leucyl aminopeptidase activity,cytoplasm*,viable,0.229062,0,1501,0.066798,0,2237,0.268507,0,914,0.050577,0,1361
YIR039C,chr00_3,YPS6,biological_process unknown,aspartic-type endopeptidase activity,cell wall (sensu Fungi),viable,0.228948,0,1502,-0.196613,0,3571,0.013422,0,1437,-0.406253,0,3474
YJR011C,chr00_13,YJR011C,biological_process unknown,molecular_function unknown,cellular_component unknown,viable,0.228706,0,1503,0.378085,0,740,-0.467601,0,3880,0.059588,0,1344
YDR274C,chr4_6,YDR274C,NA,NA,NA,viable,0.228699,0,1504,-0.048597,0,2968,-0.719727,0,4586,-0.390159,0,3413
YHL037C,chr8_1,YHL037C,NA,NA,NA,viable,0.228616,0,1505,0.45603,0,558,-0.454813,0,3818,-0.576267,0,4168
YNL190W,chr14_2,YNL190W,response to dessication,molecular_function unknown,cell wall (sensu Fungi),viable,0.228542,0,1506,0.15049,0,1742,-0.475678,0,3925,-0.672545,0,4474
YLL009C,chr12_1,COX17,cytochrome c oxidase biogenesis*,copper chaperone activity,cytosol*,viable,0.228415,0,1507,0.125181,0,1889,0.034457,0,1382,-0.027956,0,2110
YIL173W,chr9_2,VTH1,Golgi to vacuole transport,signal sequence binding,endosome,viable,0.228216,0,1508,-0.044905,0,2952,0.10414,0,1222,-0.133489,0,2433
YBR233W,chr2_4,PBP2,biological_process unknown,molecular_function unknown,cytoplasm,viable,0.228036,0,1509,0.362107,0,785,-0.25677,0,2918,-0.08503,0,2269
